id,title,slug,description,custom_description,custom_properties,tags,sku,sub_category_id,status,is_featured,related_products,quantity_types,meta_title,meta_description,meta_keywords,created_at,updated_at
4edb7030-a488-4129-8a5a-a2dcc591c943,HR COIL 2.2X1250,hr-coil-2.2x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34578,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{265db6f2-6d09-48d2-9b9d-07d93e8caf21,94f31b2b-d23d-402d-b398-1af0be55350b,3ffca350-d020-4b90-b5c2-fbfe44752352,0d995f8b-91fa-4795-b7cf-2c399b8382fd}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:39:23.964+00,2024-05-07 06:57:57.023+00
0d995f8b-91fa-4795-b7cf-2c399b8382fd,HR COIL 1.6X1250,hr-coil-1.6x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS""]}, {""name"": ""Grade"", ""values"": []}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",21324,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,,"{MT,KG,PCS.}",COILS,"","",2024-05-06 09:10:11.912+00,2024-05-07 07:02:55.689+00
265db6f2-6d09-48d2-9b9d-07d93e8caf21,HR COIL 2X1250,hr-coil-2x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34568,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{0d995f8b-91fa-4795-b7cf-2c399b8382fd,94f31b2b-d23d-402d-b398-1af0be55350b,3ffca350-d020-4b90-b5c2-fbfe44752352}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:38:54.318+00,2024-05-07 07:15:17.458+00
94f31b2b-d23d-402d-b398-1af0be55350b,HR COIL 1.9X1250,hr-coil-1.9x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34565,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{0d995f8b-91fa-4795-b7cf-2c399b8382fd,3ffca350-d020-4b90-b5c2-fbfe44752352}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 09:43:24.38+00,2024-05-07 07:18:44.968+00
3ffca350-d020-4b90-b5c2-fbfe44752352,HR COIL 1.8X1250,hr-coil-1.8x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS""]}, {""id"": ""c820fb4c-a611-4878-961f-31e2939771c6"", ""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Automotive"", ""Construction Goods"", ""Solar Sector"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boiler and Vessels"", ""Fabrication"", ""Railway Sector"", ""Oil & Gas"", ""Defence Equipments""]}]","{"" Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,"" Purlins Coil"",""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",234345,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,{0d995f8b-91fa-4795-b7cf-2c399b8382fd},"{KG,MT,PCS.}",HR COIL,"","",2024-05-06 09:31:48.063+00,2024-05-07 07:18:55.563+00
d5906487-3bbb-497a-8c9e-39ac656b4198,GI Z PURLIN 1.6X200mm,gi-z-purlin-1.6x200mm,"",[],"[{""name"": ""MAKE"", ""values"": [""AMNS"", ""TATA"", ""JSW"", ""APOLLO""]}, {""name"": ""GRADE"", ""values"": [""245 MPA"", ""345 MPA""]}, {""name"": ""GSM"", ""values"": [""120"", ""275""]}]","{""Z PROFILED "",""Z SECTIONS "",""Z SPACER ""}",90856,6427125e-693b-4bc4-b362-88d132e5a708,published,,"{e8d5f366-c259-4466-bba8-fa0c31553e90,ad35ccfc-5a32-4153-ab98-0a2e0aa14b43}","{""kg "",rmtr,""ton "",""nos ""}",GI Z PURLIN ,"","",2024-05-06 10:12:46.628+00,2024-05-08 08:28:59.164+00
10c7c773-eb55-4004-ab7d-3314ca8a67e4,HR Plate 2mm x 1250 x 6300,hr-plate-2mm-x-1250-x-6300,"",[],"[{""id"": ""1c2361fc-70c7-451a-a9c0-d4bebeaaf6c6"", ""name"": ""Make"", ""values"": [""TATA"", ""SAIL"", ""JINDAL"", ""any other""]}, {""name"": ""Grade"", ""values"": [""E250 BR"", ""E350 BR"", ""245mpa"", ""345mpa"", ""E410 BR"", ""E450 BR"", ""IS 10748 Grade"", ""IS 1079"", ""E34 BSK46"", ""Grade A"", ""ASTM A572 Grade 50""]}]","{""HR SHEET "",""MS SHEET"",""MS PLATES "",""HR PLATE"",""High Tensile Plates"",""Sailma Plates"",""High Carbon Plates"",""Low Carbon Steel Plates"",""E250 Plates"",""E350 Plates"",""245 MPA Plates"",""345 MPA Plates"",""Steel Plates""}",32245,42fe28c8-a2f7-434e-a518-d9669d7e37df,published,,"{043ef359-7174-4fad-b565-2e3165dc5b9c,780cbd2f-0c5e-4ff0-8333-381998ce003d,15d752e6-ff76-4596-8b8b-dce51ff112fa}","{KG,MT,NOS,PCS}",HR Plates 4mm,"","",2024-05-06 09:59:01.043+00,2024-05-10 08:26:03.982+00
83b89bb7-1dd1-4255-88ed-e936a63af000,HR COIL 3.8X1250,hr-coil-3.8x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34757,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{64ade809-ac4f-4725-ac05-a8abf3c3bca0,a01472aa-755d-4d76-9e4c-c775c9ffad42,60e03a56-160d-4c9b-adb0-a6c1b7223257,265db6f2-6d09-48d2-9b9d-07d93e8caf21}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:43:20.305+00,2024-05-07 07:12:57.34+00
64ade809-ac4f-4725-ac05-a8abf3c3bca0,HR COIL 3.5X1250,hr-coil-3.5x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34957,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{a01472aa-755d-4d76-9e4c-c775c9ffad42,f38b67a9-b6eb-4938-bc83-d87e3f3f957f,60e03a56-160d-4c9b-adb0-a6c1b7223257,265db6f2-6d09-48d2-9b9d-07d93e8caf21}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:42:38.64+00,2024-05-07 07:13:06.96+00
7430c7e6-2454-44ac-927f-33aa99d64f74,HR COIL 3.2X1250,hr-coil-3.2x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34955,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{a01472aa-755d-4d76-9e4c-c775c9ffad42,f38b67a9-b6eb-4938-bc83-d87e3f3f957f,60e03a56-160d-4c9b-adb0-a6c1b7223257,265db6f2-6d09-48d2-9b9d-07d93e8caf21}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:42:14.69+00,2024-05-07 07:13:19.03+00
50f861e0-1616-4e77-bdcc-030926badc26,HR COIL 3.15X1250,hr-coil-3.15x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34967,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{a01472aa-755d-4d76-9e4c-c775c9ffad42,f38b67a9-b6eb-4938-bc83-d87e3f3f957f,60e03a56-160d-4c9b-adb0-a6c1b7223257,265db6f2-6d09-48d2-9b9d-07d93e8caf21}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:41:48.185+00,2024-05-07 07:13:49.262+00
a01472aa-755d-4d76-9e4c-c775c9ffad42,HR COIL 3X1250,hr-coil-3x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34967,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{f38b67a9-b6eb-4938-bc83-d87e3f3f957f,60e03a56-160d-4c9b-adb0-a6c1b7223257,265db6f2-6d09-48d2-9b9d-07d93e8caf21}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:41:27.411+00,2024-05-07 07:14:00.331+00
ee0973a9-a7d5-453e-8b06-cb7431e35d6d,HR COIL 2.9X1250,hr-coil-2.9x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34966,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{f38b67a9-b6eb-4938-bc83-d87e3f3f957f,60e03a56-160d-4c9b-adb0-a6c1b7223257,265db6f2-6d09-48d2-9b9d-07d93e8caf21}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:41:05.689+00,2024-05-07 07:14:13.859+00
f38b67a9-b6eb-4938-bc83-d87e3f3f957f,HR COIL 2.8X1250,hr-coil-2.8x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34566,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{0d995f8b-91fa-4795-b7cf-2c399b8382fd,60e03a56-160d-4c9b-adb0-a6c1b7223257,265db6f2-6d09-48d2-9b9d-07d93e8caf21,94f31b2b-d23d-402d-b398-1af0be55350b,3ffca350-d020-4b90-b5c2-fbfe44752352}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:40:44.517+00,2024-05-07 07:14:52.231+00
60e03a56-160d-4c9b-adb0-a6c1b7223257,HR COIL 2.5X1250,hr-coil-2.5x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",34577,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{0d995f8b-91fa-4795-b7cf-2c399b8382fd,265db6f2-6d09-48d2-9b9d-07d93e8caf21,94f31b2b-d23d-402d-b398-1af0be55350b,3ffca350-d020-4b90-b5c2-fbfe44752352}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:40:16.827+00,2024-05-07 07:15:05.361+00
84ee6274-4412-4da9-8912-5f6e8f24ead7,Flat 75X5,flat-75x5,"",[],"[{""name"": ""Make"", ""values"": [""Any ISI""]}, {""name"": ""Length"", ""values"": [""6metre"", ""Customized""]}, {""name"": ""Grade"", ""values"": [""E250""]}]","{""MS flats"",""Flat bar""}",32581,5da2a2fe-fd0e-4666-a74c-d68abecfd6f1,published,,"{cf6e6ddb-abb1-4843-864b-2c4659fb0b6a,bc0e1079-7e65-4a81-b087-fb12c209bfb4,efcf40de-bf8c-4f85-b903-5bbc526b0e6f,30cdf53a-6c82-4aca-a9e5-5a976d321402,27745e99-6fa0-430c-ac8d-2c3ab1f1890c}","{Kgs.,MT}","","","",2024-05-20 07:01:53.1+00,2024-05-20 07:01:53.1+00
bd091f3f-7412-4472-b0fe-7e3425d88945,Flat 100X6,flat-100x6,"",[],"[{""name"": ""Make"", ""values"": [""Any ISI""]}, {""name"": ""Length"", ""values"": [""6metre"", ""Customized""]}, {""name"": ""Grade"", ""values"": [""E250""]}]","{""MS flats"",""Flat bar""}",32581,5da2a2fe-fd0e-4666-a74c-d68abecfd6f1,published,,"{c053ac95-bf5d-4818-8a8d-7de671c20f31,84ee6274-4412-4da9-8912-5f6e8f24ead7,5b1bd581-54a2-46d5-8179-94ceae92cc16,cf6e6ddb-abb1-4843-864b-2c4659fb0b6a,bc0e1079-7e65-4a81-b087-fb12c209bfb4,efcf40de-bf8c-4f85-b903-5bbc526b0e6f}","{Kgs.,MT}","","","",2024-05-20 07:05:02.22+00,2024-05-20 07:05:02.22+00
20d7424b-1099-4b71-8c39-127536ef8996,HR COIL 6X1250,hr-coil-6x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL"", ""NMDC"", ""JSPL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",378598,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{c2c6d8c8-954d-4961-9157-9c8ea1d168bc,3f28d6db-c7d7-4620-be70-8e230b594177,da3d2b0f-3557-4771-816c-b754927ef84c,ad35ccfc-5a32-4153-ab98-0a2e0aa14b43,64ade809-ac4f-4725-ac05-a8abf3c3bca0,50f861e0-1616-4e77-bdcc-030926badc26}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:47:38.517+00,2024-05-07 07:10:05.406+00
fed1129d-b614-4389-bcbe-b45947126d30,HR COIL 8X1250,hr-coil-8x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL"", ""NMDC"", ""JSPL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",346598,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{20d7424b-1099-4b71-8c39-127536ef8996,c2c6d8c8-954d-4961-9157-9c8ea1d168bc,f27c927e-1ce1-47ac-8b70-14034dbd32ae,3f28d6db-c7d7-4620-be70-8e230b594177,da3d2b0f-3557-4771-816c-b754927ef84c}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 11:01:12.61+00,2024-05-07 07:11:06.867+00
f27c927e-1ce1-47ac-8b70-14034dbd32ae,HR COIL 7.8X1250,hr-coil-7.8x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL"", ""NMDC"", ""JSPL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",396598,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{20d7424b-1099-4b71-8c39-127536ef8996,c2c6d8c8-954d-4961-9157-9c8ea1d168bc,3f28d6db-c7d7-4620-be70-8e230b594177,da3d2b0f-3557-4771-816c-b754927ef84c,64ade809-ac4f-4725-ac05-a8abf3c3bca0}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 11:00:31.438+00,2024-05-07 07:11:16.803+00
0ddf9e3d-bd99-40ef-9ef7-c1f76e7e12e2,HR COIL 7X1250,hr-coil-7x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL"", ""NMDC"", ""JSPL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",376598,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{20d7424b-1099-4b71-8c39-127536ef8996,c2c6d8c8-954d-4961-9157-9c8ea1d168bc,3f28d6db-c7d7-4620-be70-8e230b594177,da3d2b0f-3557-4771-816c-b754927ef84c,64ade809-ac4f-4725-ac05-a8abf3c3bca0}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 11:00:02.296+00,2024-05-07 07:11:26.325+00
3f28d6db-c7d7-4620-be70-8e230b594177,HR COIL 5.8X1250,hr-coil-5.8x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",377598,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{c2c6d8c8-954d-4961-9157-9c8ea1d168bc,da3d2b0f-3557-4771-816c-b754927ef84c,ad35ccfc-5a32-4153-ab98-0a2e0aa14b43,64ade809-ac4f-4725-ac05-a8abf3c3bca0,50f861e0-1616-4e77-bdcc-030926badc26,a01472aa-755d-4d76-9e4c-c775c9ffad42}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:46:43.533+00,2024-05-07 07:11:37.588+00
da3d2b0f-3557-4771-816c-b754927ef84c,HR COIL 4.8X1250,hr-coil-4.8x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",347759,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{ad35ccfc-5a32-4153-ab98-0a2e0aa14b43,64ade809-ac4f-4725-ac05-a8abf3c3bca0,50f861e0-1616-4e77-bdcc-030926badc26,a01472aa-755d-4d76-9e4c-c775c9ffad42}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:45:41.454+00,2024-05-07 07:11:57.072+00
ad35ccfc-5a32-4153-ab98-0a2e0aa14b43,HR COIL 4.5X1250,hr-coil-4.5x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",345559,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{83b89bb7-1dd1-4255-88ed-e936a63af000,64ade809-ac4f-4725-ac05-a8abf3c3bca0,50f861e0-1616-4e77-bdcc-030926badc26,a01472aa-755d-4d76-9e4c-c775c9ffad42}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:45:04.255+00,2024-05-07 07:12:10.607+00
c760f3e4-7ea3-4069-9e9a-e144407de286,HR COIL 4.2X1250,hr-coil-4.2x1250,"",[],"[{""name"": ""Make"", ""values"": [""TATA"", ""JSW"", ""AMNS"", ""SAIL""]}, {""name"": ""Grade"", ""values"": []}, {""name"": ""Applications"", ""values"": [""Solar Sector"", ""Automotive"", ""Railway Sector"", ""Construction Goods"", ""Yellow Goods"", ""Furniture"", ""Power Sector"", ""Boilers & Vessels"", ""Fabrication"", ""Oil & Gas"", ""Defence Equipments""]}]","{""Carbon Steel Coil"",""MS Coils"",""HR Coil"",""High Tensile Coil"",""SAILMA Coil"",""YST 345 Coil"",345MPA,""Purlins Coil"",""Steel Coil"",""Low Carbon Steel Coil""}",347598,d2784549-b272-4510-8e1d-f5d6b15407c2,published,,"{83b89bb7-1dd1-4255-88ed-e936a63af000,64ade809-ac4f-4725-ac05-a8abf3c3bca0,50f861e0-1616-4e77-bdcc-030926badc26,60e03a56-160d-4c9b-adb0-a6c1b7223257}","{Kg,MT,PCS}",HR Coils,"","",2024-05-06 10:44:35.692+00,2024-05-07 07:12:27.891+00
